団体コード,都道府県名,市区町村名,開設局数
412058,佐賀県,伊万里市,14
412066,佐賀県,武雄市,3
412074,佐賀県,鹿島市,3
412082,佐賀県,小城市,3
412091,佐賀県,嬉野市,13
413411,佐賀県,三養基郡基山町,4
413461,佐賀県,三養基郡みやき町,2
414018,佐賀県,西松浦郡有田町,3
414239,佐賀県,杵島郡大町町,3
414247,佐賀県,杵島郡江北町,1
414417,佐賀県,藤津郡太良町,1
420000,長崎県,,101
422011,長崎県,長崎市,35
422029,長崎県,佐世保市,21
422037,長崎県,島原市,1
422045,長崎県,諫早市,5
422053,長崎県,大村市,12
422070,長崎県,平戸市,4
422088,長崎県,松浦市,1
422126,長崎県,西海市,3
422134,長崎県,雲仙市,2
422142,長崎県,南島原市,1
423076,長崎県,西彼杵郡長与町,2
423084,長崎県,西彼杵郡時津町,2
423211,長崎県,東彼杵郡東彼杵町,6
423238,長崎県,東彼杵郡波佐見町,1
423912,長崎県,北松浦郡佐々町,5
430005,熊本県,,175
431010,熊本県,熊本市中央区,26
431028,熊本県,熊本市東区,18
431036,熊本県,熊本市西区,12
431044,熊本県,熊本市南区,14
431052,熊本県,熊本市北区,17
432024,熊本県,八代市,21
432032,熊本県,人吉市,3
432041,熊本県,荒尾市,12
432067,熊本県,玉名市,5
432083,熊本県,山鹿市,6
432105,熊本県,菊池市,7
432113,熊本県,宇土市,2
432130,熊本県,宇城市,4
432164,熊本県,合志市,2
433675,熊本県,玉名郡南関町,2
433683,熊本県,玉名郡長洲町,2
433691,熊本県,玉名郡和水町,1
434035,熊本県,菊池郡大津町,6
434043,熊本県,菊池郡菊陽町,2
434329,熊本県,阿蘇郡西原村,1
434426,熊本県,上益城郡嘉島町,1
434434,熊本県,上益城郡益城町,5
434442,熊本県,上益城郡甲佐町,3
434477,熊本県,上益城郡山都町,1
434680,熊本県,八代郡氷川町,1
434825,熊本県,葦北郡芦北町,1
440001,大分県,,145
442011,大分県,大分市,56
442020,大分県,別府市,18
442038,大分県,中津市,14
442046,大分県,日田市,19
442054,大分県,佐伯市,2
442062,大分県,臼杵市,1
442071,大分県,津久見市,1
442101,大分県,杵築市,11
442119,大分県,宇佐市,2
442135,大分県,由布市,9
442143,大分県,国東市,1
443417,大分県,速見郡日出町,8
444626,大分県,玖珠郡玖珠町,3
450006,宮崎県,,142
452017,宮崎県,宮崎市,66
452025,宮崎県,都城市,35
452033,宮崎県,延岡市,6
452041,宮崎県,日南市,5
452068,宮崎県,日向市,19
452076,宮崎県,串間市,1
453820,宮崎県,東諸県郡国富町,4
453838,宮崎県,東諸県郡綾町,1
454010,宮崎県,児湯郡高鍋町,4
454028,宮崎県,児湯郡新富町,1
460001,鹿児島県,,138
462012,鹿児島県,鹿児島市,81
462039,鹿児島県,鹿屋市,8
462047,鹿児島県,枕崎市,3
462063,鹿児島県,阿久根市,5
462101,鹿児島県,指宿市,3
462152,鹿児島県,薩摩川内市,5
462161,鹿児島県,日置市,7
462179,鹿児島県,曽於市,2
462187,鹿児島県,霧島市,9
462195,鹿児島県,いちき串木野市,2
462209,鹿児島県,南さつま市,1
462225,鹿児島県,奄美市,1
462233,鹿児島県,南九州市,3
462241,鹿児島県,伊佐市,6
463922,鹿児島県,薩摩郡さつま町,1
464040,鹿児島県,出水郡長島町,1
